mOTU_linkage_group	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_100_DCM_0.22-3	TARA_100_MES_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_148_SRF_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MIX_0.22-3	TARA_152_MES_0.22-3	TARA_152_SRF_0.22-3	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_082_SRF_0.22-3	TARA_084_SRF_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3
motu_linkage_group_1128	1.78E-05	4.15E-05	0.000882332	0.002031441	3.31E-05	0.002248696	0.000346217	0.001097834	0.000688924	0.000703069	0.00166276	0.003459838	1.80E-05	0.002966094	0.005883148	0.006041724	0	0.001750631	0	0.004347997	0.003156776	0	0.001127859	0.000806105	0.000287666	0.000615751	3.42E-05	4.20E-06	1.05E-05	1.61E-05	0.000251854	0.001384861	0.000312823	0.002203356	0	0.000724156	0	0	8.89E-05	0.001071769	0	0.001795125	0.002070216	4.29E-05	0.002502953	0.000856026	0.000466232	0.001150001	7.36E-06	0	0.000186091	0	0	0	9.81E-06	4.24E-05	3.31E-05	7.31E-06	0.000472097	0.000269208	0.000288114	0	0.000434889	0.000604124	0.000880258	0	0	0	0	0	0	0	0	0.003836174	4.68E-05	0	0.000169728	0.004284576	0.005545935	0.000258128	0	0.000114832	0	0.000372894	0	0.000174325	1.47E-05	0.000238536	0	0.000334904	0.000185039	0.000180747	0	1.39E-05	0	0	0	0.000245045	0.001074481	0.001564982	0.001364333	0.001477533	0.000177949	0	0.000275263	0.001064356	1.18E-05	0.000907079	0.000820898	0.00069204	0	0	0	2.39E-05	0	4.09E-05	0	1.58E-05	0.000105476	0	0	0	0.000271645	7.47E-05	0.000276855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1129	0.000310343	0.000276808	0.001569243	0.003374373	0.00142165	0.003141472	0.002133204	0.002556428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447346	0.003464859	0	0	0.001249875	0.001312383	0.000417635	0.002470938	0	0	0.00014924	0.00047468	0	0.000653445	0	0	0	0	0	0	0	0	0.000372917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-05	0.001558981	2.21E-05	0.00571466	0	0	0	0	0	0	0	0	0	0	0	0	0.000217014	0	0	0	0	0	1.34E-05	2.39E-05	6.00E-05	0.000342109	0.000263198	0.000110579	0	6.02E-05	0	0	0	0	0	0	0	0	0	0	0	0.000248911	0.000333333	0	3.09E-05	0	8.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003555572	0.008522386	0.005592929	0	0	0	0	0
motu_linkage_group_1132	0	0	0	0	0	0	0	0	0.001074859	0.010487847	0.000407799	0.001287693	0.000520153	0.002046801	0.000794262	0.000560492	0	0.001251732	0	0.000457583	0.001133012	0	0.001461191	0	0.003064552	2.67E-05	0	0	0	0	0.000471309	2.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81E-05	1.93E-05	6.44E-05	0	0	0	0.000259825	0	8.27E-05	0.000316096	9.39E-05	0	0.0005707	0.00802833	0.008637712	0.006257158	6.97E-05	0.001067452	0.001285956	0.001047817	0	0	0	0	0	0	0	0	0	4.90E-05	0	7.26E-05	0.000914767	0.002473024	0.003549273	0	0.002322532	0	0.001423564	0	0.003031151	0.000135181	0.002791798	0	0.001690283	0.000224972	0.000133698	0	0	0	0	0	0.000216986	0.000843285	0.002638966	0.00111137	0.001547067	0.005053241	4.96E-05	0.002448429	0.004983654	3.82E-05	0.003949824	0.000665524	0.000667388	0	0	0	0	0	0	0.002811985	0.000370745	0.000539936	0.002037086	0	0.00012904	0.000757837	0	2.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1134	0.001280653	0.001153367	0.001021995	0.000723896	0.00188682	0.000129021	0.000111067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002418981	0.000439056	0	0	0.000284472	0	0.005362993	0	1.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349508	0	0	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187383	0	1.30E-05	0.000175487	0	0	0.000254639	0.002250616	0.00289578	0.008586487	0.004884379	0.003649116	0	0.003402224	0	0	0	0	0	0	0	0	0	0	0	0.004287874	0.004483428	0	0.002668446	0	0.00217683	0	9.08E-05	0	0	0	0	0	0	0.000286403	0	2.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1136	0.006969466	0.005377454	0.003866863	0.000874347	0.001683637	0.000190753	0.001810282	9.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004655668	0.004260624	0	0	0.000305944	2.87E-05	0.004240466	2.36E-05	0.003315066	0	0	0	0	0	0	0	0	0	0	0	0.001631681	0	5.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000895904	0	0	0.000459334	0	0.000142834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-05	0	0	0	0.000302201	0.001870291	0.001934621	0.001816778	0.001070835	0.008615193	0	0.009401778	0	0	0	0	0	0	0	0	0	0	0	0.000966778	0.000832647	0	0.002130924	0	0.002671327	0	0.000830815	0	0	0	0	0	0	0.000285671	0	0.000397746	0	0	0	0	0	0	0	0	0	0	0.000104597	0	0	0
motu_linkage_group_1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001403161	0	0	0	0	0.000388984	0	0	0.000191796	0.003219091	0	0	2.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000984285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1138	6.28E-06	7.56E-05	0	0	0.000131498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51E-05	0	0	0	0	0	0.000457946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001708981	0.000179419	0	5.57E-05	0	3.86E-05	1.68E-05	8.74E-05	0.000110897	0.001529928	6.12E-06	0.000523436	0	0.000260243	0	0	0	0	0	0	0	0	0	0	0	0.000246563	0.000155649	0	0.000129534	0	0.000156087	0	0	0	0	0	0	0	0	2.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1139	0.004787243	0.00450084	0.014107913	0.005356586	0.003310776	0.003850444	0.000664661	0.000596172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000816311	0.006886486	0	0	0.000875538	0.003581444	0.000214996	0.003648116	7.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60E-05	0	6.28E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104649	0	0	0.000196595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	0	7.02E-06	0.000117895	0.000152373	0.000296332	0.000456716	0.000217294	0	0.000190545	0	0	0	0	0	0	0	5.83E-06	0	0	0	0.000310737	0.000176784	0	0.000209946	0	0.000310579	0	0	0	0	0	0	0	0	1.01E-05	0	7.69E-05	0	0	0	0	0	0	0	0	0.004411227	0.000535231	0.000106012	0	3.20E-05	0.002202498
motu_linkage_group_1142	5.03E-05	0.000140419	8.89E-05	0	9.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010724564	0.000344072	0	0	0.002645503	1.54E-05	0.000353201	0	0	0	0	0.00093719	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009005888	0	0	0	0	0	0	0	0	3.25E-05	0	0	0	0	0	0	0	0	0.001832742	0	1.25E-05	7.52E-05	0	0	0.004259012	0.005757712	0.009610078	0.011324527	0.004441946	0.016207763	0	0.011802726	0	0	0	0	0	0	0	0	1.01E-05	0	0	0.003468397	0.002687176	0	0.003485785	0	0.002427614	0	0	0	0	0	0	0	0	0.000362231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006799505	0	0	0.002122803	0	0	0.000253211	0	0	0.002920375	0	0	0.000852184	0	0	1.82E-05	0	0	1.23E-05	0	0	0	0	0	0	0	0	0	0	0.000219905	0	0	0.001439032	0	0.006927326	0.010255547	0	0	0.008789846	0	0	0	0	1.66E-05	0	0.000329493	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	2.71E-05	0	0	0	0	0	5.00E-05	0	8.89E-05	0	0	0	0	0	0	0.000625655	0	0.000141431	0	0	0	0	0	0.000157504	0	0	0.000268146	0	0	0	0	0	0.001517238	0	0	0	0	0	0	4.33E-05	0	0
motu_linkage_group_1145	0.000761729	0.000923543	0.002401875	0.00217895	0.002802216	0.002640433	0.000928364	0.000149806	0	0	0	0	0	0	6.01E-05	0.000107614	0	6.14E-05	0	2.07E-05	0	0	0	0	0	0	0	0	0.001953281	0.001717771	0	0	0.002863227	0.001960422	0.003225455	0.000324729	0.000278896	0	2.74E-05	0.001195372	0	0.000682152	0.00022145	0	5.31E-05	0.000578668	0.000218873	0.000509653	0.000274348	0	4.19E-05	0	0	0	0	0	0	0	0	8.18E-06	0	0	0	0	7.66E-06	0.000303766	0	0	0.002352689	0	0.002593362	0	0	0.000156153	0.000328795	0	0	5.87E-06	0	0	0	0	0	0.003025993	1.88E-05	6.14E-05	6.25E-05	3.96E-05	0	0.00044795	0.000426654	0.000657196	0.001232687	0.000692702	0.001493902	0	0.001588308	0	0	0	0	0	0	0	1.12E-05	2.02E-05	0	1.71E-05	0.001191501	0.001679095	0.000974061	0.000534795	0	0.000608506	0	0.000294099	0	0	0	0	0	0	0.000162822	0	6.42E-05	0	0	0	0	0	0	0.002986952	0.003089047	0.000700933	0	0	0	0	0
motu_linkage_group_1148	0	0	0	0	0	0	0	0	0.000658716	8.64E-05	0.000303684	0.00010922	0	5.83E-05	0	0	0	0	0	0	0	0	0	0.001059861	4.92E-05	0.001462249	0.004796551	0.00556629	0	0	0.000289336	0.000840348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82E-05	0	0.001281731	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002042338	0	0	0	0	0	0	0	0	9.29E-05	0	0.000111366	4.54E-05	0	2.96E-05	0	0	0	0	0	0	0	0	1.42E-05	1.54E-05	0	0	0	0	0	7.65E-05	0.000670437	0.000254835	0.000152497	0.000295671	0.000105347	0	0.000484417	0.000143408	0	0.000107019	0	0	0	0	0	0	0	0	0.000262311	0.0023219	0.004020802	0.000394677	0	0.00271568	0.000137971	0.000108195	0.001494238	0	0	0	0	0	0	0	0	0	2.77E-05	2.73E-05	0	0.00015328	0.000181308
motu_linkage_group_1149	0	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016884	0	0	0	0	0	0	0	0	0	3.02E-05	0	0	0	0	0	0	0	0	0.000615379	0	0	0	0	0	0	0	0	9.68E-06	0	0	9.40E-05	0	0	0	0	0	3.18E-05	0	4.92E-05	0	0	0	1.72E-05	0	0	0	0	8.85E-05	0	0	0	0	0.000405677	0	0	0	0	0	0	0	0	0	0	0	0.000165228	0.000815751	0.000196397	0.005254282	5.55E-05	0.000354446	4.16E-05	3.64E-05	6.22E-05	0.001546654	0	0.000101125	0.000300594	5.06E-05	0	0	0	0	0	0	0.000120814	0	2.11E-05	0.000299279	2.18E-05	0	3.58E-05	0	0	4.30E-05	0	0	2.02E-05	0	0	0	2.78E-05	0	0	0.000554719	2.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1150	0	4.50E-05	0	0	2.68E-05	0	8.63E-05	0	0.000291029	0.006803654	0.000592905	4.63E-05	0.006093103	1.48E-05	0	0	0	1.08E-05	0	0	0	0	0.00266139	0	0.003593503	3.35E-05	0	0	9.94E-05	0	0.00299847	0	0	0	0	0	0.001918213	0	0	0	0	0	0	0	0	8.44E-05	0	2.23E-05	0.006366115	0	0	0.00655507	0.000192932	0.000183104	0.00417397	0.000559365	0	0.00343023	0	0.001294614	1.52E-05	0.004372649	4.43E-05	0.000171077	0.000134259	0.003791537	0	0	0	0	0	0	0	0	0.000671479	0	0	0	0	0.003663004	0	0.003774521	0	0.000274677	0	0.010557542	0.003354298	0.004765452	0	0.002912436	0.000232056	0.000114443	7.15E-05	1.37E-05	0	0	0	4.26E-05	0.000170657	0.000445337	0.000406659	0.000384003	0.003539674	0	0.001960049	0.001809398	0	0.002467509	0.000197675	0.000272327	0	8.32E-05	0	7.59E-05	0	0.000157828	0.007275621	5.54E-05	0.000105188	0.00135318	0	0	0.000942743	0	0	0	0	0	0	0	0	0	0	0	0	0.011150023	0	0	0
motu_linkage_group_1152	0	0	0	0	0	0	0	0	0	3.23E-05	0	0	1.63E-05	8.51E-06	0	0	0	1.60E-05	0	0	0	0	9.05E-05	0.000364014	0.000283694	0.000172782	0.000267908	5.96E-05	0	0	0.000140713	0.000108195	0	0	0	9.55E-06	0	7.94E-06	0	0	9.58E-05	0	0	0.000241336	0	0	0.000239487	0	2.72E-05	0.000245143	0	2.09E-05	0.001013722	1.55E-05	8.93E-05	0.000789022	0	5.73E-05	0	0	0	4.63E-05	0	0	0	0.000104553	0.00052424	0	0	0.001180581	5.69E-05	9.98E-05	0.000849423	5.16E-06	0.000159286	0.000341583	0	0	0	0.000389475	0.002284633	0	0.000897163	0	0.001419175	0	0.000986752	0	0.001562734	0	0	0	0.000141266	0	0.000169457	0.000883461	0	0.019141125	0	0	0	0	0	0.003174566	0	0.000415022	0.002512657	0	0	0	0	0	4.22E-05	0	0.000775949	0	0	9.91E-05	0	0.001774522	0.003731043	0.000652261	0.000158063	0.000668254	3.50E-05	0	0	0	0	0.000117395	0	2.56E-05	9.24E-06	0	0	0	5.90E-05	0	0
motu_linkage_group_1153	0.00016493	0.000226077	0.000303246	5.74E-05	0.000932491	2.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477354	0.000195269	0	0	1.92E-05	0	0.001547457	0	7.47E-05	0	0	0	0	0	0	0	0	0	0	0	1.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124794	0	0	0.000175938	0	1.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192786	0.000183489	0.000498582	0.000355212	0.000728038	0	0.00052451	0	0	0	0	0	0	0	0	0	0	0	0.000201775	0.000191941	0	7.30E-05	0	0.000186585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-05	0	0.000490382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260372	4.85E-05	0	0.004154011	0.00048226
motu_linkage_group_1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001271941	0	0.001271286	0	0	0	0	0	0	6.01E-05	0	2.56E-05	0.00089793	0	0.000620688	0	0	0	0.00010654	9.83E-05	0.000444269	2.00E-05	0.000304692	0.000189456	0.000246243	1.70E-05	0.000381356	0.000118187	0.000211354	0	0	0	0	0	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171497
motu_linkage_group_1158	0.000190793	0.000145485	2.62E-05	0	8.84E-05	1.16E-05	6.06E-05	2.98E-05	8.25E-05	0.0002793	0	5.46E-05	0.002078916	3.09E-05	2.78E-05	0	0.003621907	1.08E-05	0.002068802	0	0.000120788	0.002459245	0.000156424	8.06E-05	0.000130673	9.47E-05	1.32E-05	3.52E-05	5.83E-05	0.000263068	2.99E-05	1.42E-05	0.000103001	9.23E-05	9.65E-05	0.000230859	0.000717684	0.000584586	0.000172535	8.96E-05	0.003140023	1.31E-05	0	0.00181349	0	0	0.000619303	0	0.000264348	0.00114397	0	0.000551907	0.006385456	6.72E-05	0.000849429	0.0067331	0.0001035	0.000952753	0.001101625	0.000199981	0.000265482	0.000379097	0.000250305	0.000292593	0.000229702	0.000199956	0.000386528	0.000109248	7.02E-05	0.000575387	3.81E-05	3.97E-05	0.000117059	1.51E-05	2.40E-05	0.000128909	0.000102043	2.06E-05	0	6.94E-05	0.002812727	5.64E-05	0.001226078	0	0.001596573	0	0.001095654	6.42E-05	0.004666261	8.09E-05	9.44E-05	1.52E-05	0.000326559	4.11E-05	0.000189564	0.005177861	2.01E-05	0.002779595	0	0	0	0	0	0.000785464	0	7.24E-05	0.000795929	0	0	0	0	2.32E-05	0.000399289	2.43E-05	0.000401455	0	9.09E-05	0.000252916	1.82E-05	0.00106356	0.003888454	0.000203421	7.16E-05	0.000649691	6.30E-05	0	3.29E-05	0	5.46E-05	0.000552807	0	0.000100057	0.000240259	0.000206446	0.000549336	5.15E-05	0.001119152	0.00015859	0.000106962
motu_linkage_group_1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112852	0	0	0.000279197	0	0	0.000144829	0	3.99E-05	0.000177769	0	0.000521168	0.006828384	0	9.81E-06	0.000387128	0	2.21E-05	0	5.33E-06	0	2.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328484	0.001913554	0	0.005896722	0	0.007183855	0	0.002855572	0	0.007115853	0	0	0	0.000381326	0	0.000333672	0.005260355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_1160	5.93E-05	0.000109113	0.000133911	0	0.000696621	2.23E-05	0.000777472	9.00E-06	0.000139761	0.000941875	0.000187683	0.000218394	0.004814214	0.000173705	2.13E-05	1.76E-05	0	0.000217389	0	2.26E-05	3.66E-05	0	0.002205928	0	0.00086864	0	0	0	0.000845909	0.000103315	0.000811189	1.22E-05	3.84E-05	0	0.000425871	0	0.00573043	0	0	0	0	0	0	0	0	0.000446539	0.000206876	8.94E-05	0.007783587	2.21E-05	0.000116813	0.003438729	0.000254814	0.000245666	0.004119762	0.000761484	3.73E-05	0.00234091	1.88E-05	0.000570672	2.55E-05	0.003003102	3.46E-05	0.000209652	0.000236395	0.005260896	0	0	0	0	0	0	0	3.86E-05	0.003781168	5.16E-05	0	3.23E-05	0.000110963	0.004289343	0	0.005557586	0	0.000843254	0	0.00517168	0.003324349	0.004508757	6.07E-05	0.003423919	0.001142429	0.000952332	0.000697052	0.000431821	0.000229176	0	0.000220799	4.75E-05	0.000314376	0.000589637	0.000751222	0.001085231	0.001332696	4.35E-05	0.001751017	0.001530168	2.36E-05	0.001939721	0.000832896	0.00070563	0	0.001038319	0	0.001013012	0	0.001104798	0.002631152	6.26E-05	5.10E-05	0.000683717	0	0.000267699	0.001986782	2.43E-05	0.000576203	0	0	0	0	0	0	0	0	0	0	0.004752206	0	0	0
motu_linkage_group_1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	0.001574718	0	0	0	0	0.000417509	8.12E-06	0.021075901	4.31E-05	2.26E-05	0.003160179	0.007067373	9.87E-05	0.004196517	0.007933269	0.00404983	0.00726379	0.001064282	0	0.008991842	0	0	0	0.001062886	0.004873158	0.023081787	0.00066564	0.051464238	0.006491919	0.016411852	0	0.009527888	0.025440749	0.031805718	0	0	0	0	0	0	0	1.05E-05	0.012522511	7.38E-05	0	0.001076627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167643	0.000436903	3.23E-05	0	2.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33E-05
motu_linkage_group_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174664	0.001024005	0	5.30E-05	0.000594362	0	9.38E-05	0	1.36E-05	0	0.000153227	0	0	0	0.000295699	0.001051376	0	6.21E-05	0.010662345	0.000125024	2.37E-05	0.00059531	0	5.41E-05	0.000179746	0	0.000149626	0	0.000133216	0.000797597	0	0.003076306	0	0.001312243	0	0.000583897	0	0.000531409	0	0	0	9.67E-05	0	3.13E-05	0.000872758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11E-05	0.000192681	3.78E-05	0.032286439	0.022158843	0.009663948	6.28E-06	0.000202397	4.62E-05	0	0	0	0	2.80E-05	0	0	0	0	0	0	0.000428768	0	0
motu_linkage_group_1167	0	9.85E-06	0	0	0	0	0	0	0.000542873	0.00124029	0.000337323	9.22E-05	0.000976078	5.57E-05	0	0	0	3.25E-05	0	0	0	0	2.56E-05	0	1.31E-05	0	0	0	0.000112689	3.53E-05	0.000639119	1.31E-05	0	0	1.07E-05	0	0.000249875	0	0	0	0	0	0	0	0	4.42E-05	0	1.78E-05	0.000463757	0	1.67E-05	0.001534202	0.000150621	0.00044328	0.003921701	0.000225213	3.47E-05	0.001124253	2.12E-05	0.0008315	8.62E-05	0.000924031	7.82E-05	0	0	0.000120347	0	0	0	0	0	0	0	3.01E-05	2.16E-05	0	0	0	5.71E-05	0.000790876	0	0.001088274	0	0.000217765	0	0.000813575	0.000420875	0.001169241	0	0.000748003	0.000731868	0.000598867	0.000125083	0.000205112	3.16E-05	0	1.62E-05	2.13E-05	8.95E-05	0.000128472	0.000178454	0.000278349	0.000317965	0	0.000327493	0.000272452	0	0.000309759	0.000197675	0.000153638	0	0.000428805	0	0.00051557	0	0.000187538	0.000812199	0.000166893	0.000249393	0.000901738	0	0.001022527	0.000653291	2.49E-05	0.000666562	0	0	0	0	0	0	0	0	0	0	0.002789825	0	0	0
